description_arm,code,description_eng,abb_code,date,sna_info,value,quarter,year,USD_AMD,value_usd,value_yoy,value_usd_yoy
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2005-12-31,SNA 1993,70294.5,4,2005,452.29846153846154,155.4161819628972,236646,519.2623545429107
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2006-03-31,SNA 1993,44912.1,1,2006,451.4187692307692,99.49098943433728,243132.1,537.99596773556
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2006-06-30,SNA 1993,67210.8,2,2006,436.1709230769231,154.09280271566087,247337.10000000003,552.228890661589
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2006-09-30,SNA 1993,72894.8,3,2006,401.02215384615386,181.77250134655904,255312.2,590.7724754594544
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2006-12-31,SNA 1993,82999,4,2006,373.5910769230769,222.16537044617272,268016.7,657.5216639427299
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2007-03-31,SNA 1993,55567.6,1,2007,359.4236923076923,154.60193968635258,278672.2,712.6326141947452
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2007-06-30,SNA 1993,78289,2,2007,353.1206153846154,221.7061156702177,289750.4,780.2459271493021
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2007-09-30,SNA 1993,93644,3,2007,337.5812307692308,277.3969387652795,310499.6,875.8703645680225
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2007-12-31,SNA 1993,92881.8,4,2007,316.85318181818184,293.1382903179993,320382.4,946.8432844398492
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2008-03-31,SNA 1993,65931.1,1,2008,307.58353846153847,214.35184837840177,330745.9,1006.5931931318984
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2008-06-30,SNA 1993,93363.1,2,2008,307.10615384615386,304.0092125499076,345820,1088.8962900115882
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2008-09-30,SNA 1993,99568.7,3,2008,302.1589393939394,329.52425700100633,351744.7,1141.023608247315
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2008-12-31,SNA 1993,106138.4,4,2008,306.21378787878785,346.6153524152021,365001.3000000001,1194.500670344518
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2009-03-31,SNA 1993,78392.1,1,2009,326.3721875,240.19234175706228,377462.29999999993,1220.3411637231782
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2009-06-30,SNA 1993,106709.3,2,2009,371.06738461538464,287.57391359147704,390808.49999999994,1203.9058647647478
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2009-09-30,SNA 1993,109599.9,3,2009,372.92015151515153,293.8964267677742,400839.6999999999,1168.2780345315157
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2009-12-31,SNA 1993,124288.8,4,2009,384.27666666666664,323.4357190565825,418990.1,1145.098401172896
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2010-03-31,SNA 1993,84833.2,1,2010,384.50203125,220.63134419397164,425431.2,1125.537403609805
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2010-06-30,SNA 1993,115577.4,2,2010,383.7153846153846,301.2060621855141,434299.3000000001,1139.1695522038426
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2010-09-30,SNA 1993,110733.1,3,2010,365.6118181818182,302.87068003073307,435432.5,1148.1438054668015
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2010-12-31,SNA 1993,141137.6,4,2010,359.4166666666667,392.6851843264549,452281.29999999993,1217.3932707366737
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2011-03-31,SNA 1993,86836.4,1,2011,364.49921875,238.23480417267697,454284.5,1234.9967307153788
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2011-06-30,SNA 1993,112872.4,2,2011,373.63092307692307,302.0959803607097,451579.5,1235.8866488905746
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2011-09-30,SNA 1993,126951.3,3,2011,371.8333333333333,341.41990138951144,467797.7,1274.4358702493528
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2011-12-31,SNA 1993,161740,4,2011,380.833076923077,424.7005047638477,488400.1,1306.4511906867456
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2012-03-31,SNA 1993,92015.3,1,2012,388.402,236.90737946766495,493579,1305.1237659817336
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2012-06-30,SNA 1993,123928.2,2,2012,401.5170769230769,308.64988595178056,504634.8,1311.677671572805
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2012-09-30,SNA 1993,140321,3,2012,411.13461538461536,341.30183825249077,518004.5,1311.559608435784
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2012-12-31,SNA 1993,153264.3,4,2012,406.4506060606061,377.0797674174133,509528.8,1263.9388710893495
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2013-03-31,SNA 2008,88212,1,2013,409.29359375,215.5225523854171,505725.5,1242.5540440071018
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2013-06-30,SNA 2008,122556.1,2,2013,414.35,295.77917219741767,504353.4,1229.6833302527389
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2013-09-30,SNA 2008,153847.1,3,2013,408.42560606060607,376.68328752426635,517879.5,1265.0647795245145
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2013-12-31,SNA 2008,179103.2,4,2013,404.0480303030303,443.2720532399951,543718.4,1331.2570653470962
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2014-03-31,SNA 2008,101096.5,1,2014,408.91578125,247.23061480034283,556602.9,1362.965127762022
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2014-06-30,SNA 2008,119007.9,2,2014,413.02861538461536,288.13475765881003,553054.7000000001,1355.3207132234145
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2014-09-30,SNA 2008,171946.7,3,2014,408.3884848484848,421.0370918362047,571154.3,1399.6745175353528
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2014-12-31,SNA 2008,191529.6,4,2014,430.96363636363634,444.421718769776,583580.7,1400.8241830651336
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2015-03-31,SNA 2008,119532.1,1,2015,476.72890625,250.73390439076192,602016.2999999999,1404.3274726555528
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2015-06-30,SNA 2008,171336.2,2,2015,476.5458461538461,359.537705307553,654344.6000000001,1475.7304203042954
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2015-09-30,SNA 2008,175907.2,3,2015,479.005,367.2345800148224,658305.1000000001,1421.9279084829132
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2015-12-31,SNA 2008,194525.4,4,2015,477.9307575757576,407.01586352530467,661300.9000000001,1384.522053238442
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2016-03-31,SNA 2008,136854.9,1,2016,487.54242424242426,280.70357202791985,678623.7000000001,1414.4917208756
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2016-06-30,SNA 2008,177923.2,2,2016,478.514,371.8244398283018,685210.7,1426.7784553963488
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2016-09-30,SNA 2008,173114.6,3,2016,475.29621212121214,364.22465735083864,682418.1000000001,1423.768532732365
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2016-12-31,SNA 2008,193869,4,2016,478.71,404.982139499906,681761.7,1421.7348087069663
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2017-03-31,SNA 2008,119338.6,1,2017,485.5846153846154,245.7627285112315,664245.4,1386.793965190278
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2017-06-30,SNA 2008,160342.7,2,2017,483.3658461538462,331.72120305116874,646664.8999999999,1346.6907284131448
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2017-09-30,SNA 2008,171186.3,3,2017,478.6426153846154,357.64951656559555,644736.6,1340.1155876279015
"Պետական հիմնարկների, որոնք բավարարում են",NA,Government final consumption expenditure,G,2017-12-31,SNA 2008,234597.4,4,2017,483.1150769230769,485.5932079249792,685465,1420.726656052975
