"date","year","months","hh","indicator","value","info"
"2014-01-01",2014,"jan","1.1.9","Այլ հարկային եկամուտներ",4556.45973,"Այլ հարկային եկամուտներում ներառված են` գույքահարկը և հողի հարկը (պետական բյուջե հաշվեգրվող), բնապահպանական և բնօգտագործման պարտադիր վճարները, ճանապարհային վճարները, պարզեցված հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, ռադիոհաճախականության օգտագործման թույլատվության տրամադրման և օգտագործման պարտադիր վճարները, «Հարկերի մասին» ՀՀ օրենքով սահմանված տուգանքները (25.1, 25.2, 26, 27, 28,30, 31 հոդվածների մասով), բենզինի և դիզելային վառելիքի հաստատագրված վճարը, ծխախոտի արտադրանքի համար հաստատագրված վճար, ՀՀ տարածք ներմուծվող ԱՏԳ ԱԱ 2208 ապրանքային ծածկագրին դասվող օղիների համար քվոտան:"
"2014-01-01",2014,"jan","1.2","Պետական տուրք",2066.87819,NA
"2014-02-01",2014,"feb","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",74283.08902000001,NA
"2014-02-01",2014,"feb","1.1","Հարկային եկամուտներ",72216.21082999998,NA
"2014-02-01",2014,"feb","1.1.1","ԱԱՀ",31939.372560000003,NA
"2014-02-01",2014,"feb","1.1.2","Շահութահարկ",6617.561839999999,NA
"2014-02-01",2014,"feb","1.1.3","Եկամտային հարկ",22083.29438,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները:"
"2014-02-01",2014,"feb","1.1.4","Ակցիզային հարկ",2501.0647999999997,NA
"2014-02-01",2014,"feb","1.1.5","Շրջանառության հարկ",1088.76488,NA
"2014-02-01",2014,"feb","1.1.6","Արտոնագրային հարկ",489.13895,NA
"2014-02-01",2014,"feb","1.1.7","«Հաստատագրված վճարների մասին» ՀՀ օրենքով սահմանված գործունեության տեսակներից հաստատագրված վճարները",250.13013,NA
"2014-02-01",2014,"feb","1.1.8","Մաքսատուրք",3597.8644300000005,NA
"2014-02-01",2014,"feb","1.1.9","Այլ հարկային եկամուտներ",3649.018859999992,"Այլ հարկային եկամուտներում ներառված են` գույքահարկը և հողի հարկը (պետական բյուջե հաշվեգրվող), բնապահպանական և բնօգտագործման պարտադիր վճարները, ճանապարհային վճարները, պարզեցված հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, ռադիոհաճախականության օգտագործման թույլատվության տրամադրման և օգտագործման պարտադիր վճարները, «Հարկերի մասին» ՀՀ օրենքով սահմանված տուգանքները (25.1, 25.2, 26, 27, 28,30, 31 հոդվածների մասով), բենզինի և դիզելային վառելիքի հաստատագրված վճարը, ծխախոտի արտադրանքի համար հաստատագրված վճար, ՀՀ տարածք ներմուծվող ԱՏԳ ԱԱ 2208 ապրանքային ծածկագրին դասվող օղիների համար քվոտան:"
"2014-02-01",2014,"feb","1.2","Պետական տուրք",2066.87819,NA
"2014-03-01",2014,"mar","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",76330.36255000002,NA
"2014-03-01",2014,"mar","1.1","Հարկային եկամուտներ",72634.58429000003,NA
"2014-03-01",2014,"mar","1.1.1","ԱԱՀ",29262.98691,NA
"2014-03-01",2014,"mar","1.1.2","Շահութահարկ",10782.46817,NA
"2014-03-01",2014,"mar","1.1.3","Եկամտային հարկ",21397.022020000004,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները:"
"2014-03-01",2014,"mar","1.1.4","Ակցիզային հարկ",3870.91444,NA
"2014-03-01",2014,"mar","1.1.5","Շրջանառության հարկ",992.62045,NA
"2014-03-01",2014,"mar","1.1.6","Արտոնագրային հարկ",635.8992400000001,NA
"2014-03-01",2014,"mar","1.1.7","«Հաստատագրված վճարների մասին» ՀՀ օրենքով սահմանված գործունեության տեսակներից հաստատագրված վճարները",12.502640000000042,NA
"2014-03-01",2014,"mar","1.1.8","Մաքսատուրք",3602.6896800000013,NA
"2014-03-01",2014,"mar","1.1.9","Այլ հարկային եկամուտներ",2077.480739999992,"Այլ հարկային եկամուտներում ներառված են` գույքահարկը և հողի հարկը (պետական բյուջե հաշվեգրվող), բնապահպանական և բնօգտագործման պարտադիր վճարները, ճանապարհային վճարները, պարզեցված հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, ռադիոհաճախականության օգտագործման թույլատվության տրամադրման և օգտագործման պարտադիր վճարները, «Հարկերի մասին» ՀՀ օրենքով սահմանված տուգանքները (25.1, 25.2, 26, 27, 28,30, 31 հոդվածների մասով), բենզինի և դիզելային վառելիքի հաստատագրված վճարը, ծխախոտի արտադրանքի համար հաստատագրված վճար, ՀՀ տարածք ներմուծվող ԱՏԳ ԱԱ 2208 ապրանքային ծածկագրին դասվող օղիների համար քվոտան:"
"2014-03-01",2014,"mar","1.2","Պետական տուրք",3695.7782599999982,NA
"2014-04-01",2014,"apr","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",93833.14542999998,NA
"2014-04-01",2014,"apr","1.1","Հարկային եկամուտներ",91447.89992999996,NA
"2014-04-01",2014,"apr","1.1.1","ԱԱՀ",33204.29980000001,NA
"2014-04-01",2014,"apr","1.1.2","Շահութահարկ",19665.901599999997,NA
"2014-04-01",2014,"apr","1.1.3","Եկամտային հարկ",25525.1394,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները:"
"2014-04-01",2014,"apr","1.1.4","Ակցիզային հարկ",3291.05918,NA
"2014-04-01",2014,"apr","1.1.5","Շրջանառության հարկ",1538.61535,NA
"2014-04-01",2014,"apr","1.1.6","Արտոնագրային հարկ",498.0214900000001,NA
"2014-04-01",2014,"apr","1.1.7","«Հաստատագրված վճարների մասին» ՀՀ օրենքով սահմանված գործունեության տեսակներից հաստատագրված վճարները",228.42597,NA
"2014-04-01",2014,"apr","1.1.8","Մաքսատուրք",4191.69334,NA
"2014-04-01",2014,"apr","1.1.9","Այլ հարկային եկամուտներ",3304.7437999999856,"Այլ հարկային եկամուտներում ներառված են` գույքահարկը և հողի հարկը (պետական բյուջե հաշվեգրվող), բնապահպանական և բնօգտագործման պարտադիր վճարները, ճանապարհային վճարները, պարզեցված հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, ռադիոհաճախականության օգտագործման թույլատվության տրամադրման և օգտագործման պարտադիր վճարները, «Հարկերի մասին» ՀՀ օրենքով սահմանված տուգանքները (25.1, 25.2, 26, 27, 28,30, 31 հոդվածների մասով), բենզինի և դիզելային վառելիքի հաստատագրված վճարը, ծխախոտի արտադրանքի համար հաստատագրված վճար, ՀՀ տարածք ներմուծվող ԱՏԳ ԱԱ 2208 ապրանքային ծածկագրին դասվող օղիների համար քվոտան:"
"2014-04-01",2014,"apr","1.2","Պետական տուրք",2385.245500000001,NA
"2014-05-01",2014,"may","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",90049.56678,NA
"2014-05-01",2014,"may","1.1","Հարկային եկամուտներ",87777.23014999996,NA
"2014-05-01",2014,"may","1.1.1","ԱԱՀ",37243.79506,NA
"2014-05-01",2014,"may","1.1.2","Շահութահարկ",8593.175770000002,NA
"2014-05-01",2014,"may","1.1.3","Եկամտային հարկ",26932.07664,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները:"
"2014-05-01",2014,"may","1.1.4","Ակցիզային հարկ",4649.933290000003,NA
"2014-05-01",2014,"may","1.1.5","Շրջանառության հարկ",1194.0176300000005,NA
"2014-05-01",2014,"may","1.1.6","Արտոնագրային հարկ",567.6791000000003,NA
"2014-05-01",2014,"may","1.1.7","«Հաստատագրված վճարների մասին» ՀՀ օրենքով սահմանված գործունեության տեսակներից հաստատագրված վճարները",295.8839999999999,NA
"2014-05-01",2014,"may","1.1.8","Մաքսատուրք",5341.68324,NA
"2014-05-01",2014,"may","1.1.9","Այլ հարկային եկամուտներ",2958.98541999999,"Այլ հարկային եկամուտներում ներառված են` գույքահարկը և հողի հարկը (պետական բյուջե հաշվեգրվող), բնապահպանական և բնօգտագործման պարտադիր վճարները, ճանապարհային վճարները, պարզեցված հարկը, հանրային ծառայությունների կարգավորման պարտադիր վճարները, ռադիոհաճախականության օգտագործման թույլատվության տրամադրման և օգտագործման պարտադիր վճարները, «Հարկերի մասին» ՀՀ օրենքով սահմանված տուգանքները (25.1, 25.2, 26, 27, 28,30, 31 հոդվածների մասով), բենզինի և դիզելային վառելիքի հաստատագրված վճարը, ծխախոտի արտադրանքի համար հաստատագրված վճար, ՀՀ տարածք ներմուծվող ԱՏԳ ԱԱ 2208 ապրանքային ծածկագրին դասվող օղիների համար քվոտան:"
"2014-05-01",2014,"may","1.2","Պետական տուրք",2272.33663,NA
"2014-06-01",2014,"jun","1","Ընդամենը վճարված հարկային եկամուտներ և պետական տուրք",91896.00265000004,NA
"2014-06-01",2014,"jun","1.1","Հարկային եկամուտներ",88055.82455999998,NA
"2014-06-01",2014,"jun","1.1.1","ԱԱՀ",37866.312869999994,NA
"2014-06-01",2014,"jun","1.1.2","Շահութահարկ",12370.564620000005,NA
"2014-06-01",2014,"jun","1.1.3","Եկամտային հարկ",24232.576989999987,"Ներառված են նաև եկամտահարկից և պարտադիր սոցիալական ապահովության վճարներից եկամուտները:"
"2014-06-01",2014,"jun","1.1.4","Ակցիզային հարկ",3760.64745,NA
"2014-06-01",2014,"jun","1.1.5","Շրջանառության հարկ",1239.2491600000003,NA
"2014-06-01",2014,"jun","1.1.6","Արտոնագրային հարկ",694.6745000000001,NA
"2014-06-01",2014,"jun","1.1.7","«Հաստատագրված վճարների մասին» ՀՀ օրենքով սահմանված գործունեության տեսակներից հաստատագրված վճարները",335.2290700000001,NA
